Course number,Course title,Instructor
IR-443,Formulation of U.S. Foreign Policy,Jeffrey Fields
IR-447w,Cities of the Middle East,Bandar Alsaeed
IR-454,The International Political Economy of Development,Carol Wise
IR-455,The Political Economy of Autocracy,
IR-490x,Directed Research,
IR-499,Special Topics,
,"Democracy, Economic Growth and Human Security in Contemporary Africa",Brett Carter
JOUR-200w,The Power and Responsibility of the Press,Geoffrey Cowan
JOUR-201,"Culture of Journalism: Past, Present and Future",Joe Saltzman
JOUR-205,Journalism Practicum,
,,
JOUR-206,Reporting and Writing Practicum,
,,
,,
,,Rebecca Haggerty
,,
,,
,,Rebecca Haggerty
,,
,,Rebecca Haggerty
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
JOUR-207,Reporting and Writing I,Alan Abrahamson
,,
,,Christina Bellantoni
,,Alan Abrahamson
,,Alan Mittelstaedt
JOUR-210x,Basics of News Production for Non-Majors,Christina Bellantoni
,,Stacy Scholder
,,Leslie Berestein Rojas
JOUR-307,Reporting and Writing II,Rebecca Haggerty
,,
JOUR-320,Introduction to Coding for Storytelling,Keith Plocek
,,
JOUR-321,Visual Journalism,
,,
,,
,,
,,
JOUR-322,Introduction to Investigative and Data Journalism,Dana Chinn
,,
,,Dana Chinn
,,
,,
JOUR-323,Journalism and the Audience,Robert Hernandez
JOUR-330,Photojournalism,Myra Turner
JOUR-350,Introduction to Sports Media,
JOUR-372,Engaging Diverse Communities,
,,
,,
,,
JOUR-380,"Sports, Business and Media in Today's Society",Jeff Fellenzer
JOUR-381,"Entertainment, Business and Media in Today's Society",Mary Murphy
JOUR-402,Advanced Video Reporting,
,,
,,
,,
,,
JOUR-403,Television News and Sports Production,Stacy Scholder
,,
,,
,,
,,
JOUR-404,Produce and Host Sports Content in Studio A,
JOUR-405,Non-Fiction Television,Daniel Birman
JOUR-406,Social Media Storytelling for Latinx Audiences,Amara Aguilar
JOUR-407,The World of Podcasting,
JOUR-414,Advanced Digital Media Storytelling,Myra Turner
JOUR-425,Advanced Radio News Production,Leslie Berestein Rojas
JOUR-431,Feature Writing,
JOUR-432,Sports Commentary,
JOUR-441,Sports Reporting,Alan Abrahamson
JOUR-445,Reporting on Race,
JOUR-446,Entertainment Reporting,Mary Murphy
JOUR-455,The Second Draft Project,Allissa Richardson
JOUR-458,"Media, Food and Culture",
JOUR-461,Spanish Language News Media Production,
JOUR-462,Law of Mass Communication,Alan Abrahamson
,,
JOUR-468,The American Press and Issues of Sexual Diversity,
JOUR-469,"Money, Markets and Media",Gabriel Kahn
JOUR-478,Politics of Sports Writing,
JOUR-479,Storytelling for Action Sports,Keith Plocek
JOUR-481,"The Athlete, Sports Media and Popular Culture",Joe Saltzman Jeff Fellenzer
JOUR-486,Multiplatform Olympic and Paralympic Storytelling,
JOUR-490x,Directed Research,Keith Plocek
,,Peggy Bustamante
,,Diane Winston
,,Sandy Tolan
,,Leslie Berestein Rojas
,,Allissa Richardson
,,Alan Abrahamson
,,Amara Aguilar
,,Christina Bellantoni
,,Daniel Birman
,,Geoffrey Cowan
,,Laura Davis
,,Vince Gonzales
,,Rebecca Haggerty
,,Robert Hernandez
,,Henry Jenkins
,,Gabriel Kahn
,,Jonathan Kotler
,,Alan Mittelstaedt
,,Lisa Pecot-Hebert
,,Gordon Stables
,,Joe Saltzman
,,Stacy Scholder
,,Laura Castaneda
,,Dana Chinn
,,Mark Schoofs
,,Myra Turner
,,Ben Carrington
,,Jeff Fellenzer
,,Mary Murphy
,,Oscar Garza
JOUR-491,News Leadership,Mark Schoofs
JOUR-499,Special Topics,
,Bridging the Media Gap Between L.A. Influencers and Independent Journalists,Amara Aguilar
,AI in Journalism: Ethics and Tools,
,Problem Solving with AI,
,"Power, Players and Platforms in Global Sports",David Belasco
,Producing a Sports Talk Show,
JOUR-510,Special Assignment Reporting,
,Sports,Jeff Fellenzer
,Entertainment,Mary Murphy
JOUR-521,Documentary Pre-Production,Daniel Birman
JOUR-531,Fall Digital Journalism Immersion,
,,Alan Mittelstaedt Vince Gonzales
JOUR-532,Fall Digital Journalism Immersion Practicum,Alan Mittelstaedt
,,
JOUR-539,Introduction to Investigative Reporting,
,,
JOUR-552,Video Reporting and Production,
JOUR-553,Coding and Programming for Storytelling,Peggy Bustamante
,,Peggy Bustamante
JOUR-556,Digital Investigations I: Introduction to OSINT Reporting,
JOUR-567,The Power of Narrative,
JOUR-568,The Art of (Micro) Food Journalism: Los Angeles and Californ,
JOUR-579,Journalism Internship,
,,
JOUR-580,Reporting on Race and Justice,Allissa Richardson
JOUR-587,Los Angeles Culture: 1960 to Today,Oscar Garza
JOUR-590,Directed Research,Amara Aguilar
,,Alan Mittelstaedt
,,Laura Castaneda
,,Christina Bellantoni
,,Daniel Birman
,,Peggy Bustamante
,,Dana Chinn
,,Keith Plocek
,,Laura Davis
,,Geoffrey Cowan
,,Vince Gonzales
,,Rebecca Haggerty
,,Mary Murphy
,,Oscar Garza
,,Robert Hernandez
,,Alan Abrahamson
,,Henry Jenkins
,,Gabriel Kahn
,,Jonathan Kotler
,,Lisa Pecot-Hebert
,,Allissa Richardson
,,Gordon Stables
,,Jeff Fellenzer
,,Joe Saltzman
,,Stacy Scholder
,,Mark Schoofs
,,Leslie Berestein Rojas
,,Sandy Tolan
,,Myra Turner
,,Diane Winston
,,Ben Carrington
JOUR-592,Arts Journalism: Storytelling and Production,
JOUR-594a,Master's Thesis,Oscar Garza
,,Oscar Garza
JOUR-595,Critical Thinking: The Art and Science of Not Getting Fooled,Sandy Tolan
LAW-150,"Stereotypes, Prejudice and the Rule of Law",Jody Armour
LAW-200w,Law and Society,Felipe Jimenez
LAW-201,Law and Politics,Franita Tolson
LAW-203,Criminal Punishment in the Age of Mass Incarceration,Dan Simon
LAW-205,Introduction to Criminal Law,Peter Johnson
LAW-207,Personal Data in the 21st Century,Hinh Tran
LAW-210p,Fundamentals of the U.S. Legal System,Donald Scotten
LAW-212,Immigration Law for a New America,Jean Reisz
LAW-220,The Legal Profession,Robert Rasmussen
LAW-222,Interdisciplinary Perspectives on the Law,Abby Wood
LAW-250w,Children and the Law,
LAW-300,Concepts in American Law,Mark Haddad
,,Nomi Stolzenberg
LAW-305,International Influence: Law and Power,Iryna Zaverukha
LAW-306,Issues in the Use of AI in Law and Regulation,
LAW-311,Fundamentals of Entertainment Law,
LAW-352,Introduction to Law and Economics,Robert Maniscalco
LAW-401,Cybersecurity and Cybercrime,
LAW-402,Psychology and Law,Rakel Larson
LAW-407,Regulatory Law,
LAW-492,Undergraduate Law Review,
LAW-497,Legal Studies Capstone Project,Dave Campbell
,,
LAW-498,Law Internship,
LIM-500,Foundations of Library and Information Science,Ruth Wallach
LIM-502,User-Centered Collection Development,Joy Shoemaker
,,Shannon Robinson
LIM-503,Information Organization and Description for User Engagement,Marta Golbano
LIM-504,Social Science Research Methods in Library and Information S,Eimmy Solis
LIM-509,Information Sources and Services,Stacy Williams
LIM-519,Leading Values-Driven Information Organizations,Renee Di Pilato
LIM-529,User Services and Community Engagement in Libraries,Jennifer Dinalo
LIM-541,Archives and Digital Curation,Ben Alexander
,,Michaela Ullmann
LIM-549,"Justice, Equity and Ethics in Information Organizations",Cindy Guyer
LIM-598,Capstone in Library and Information Management,Jade Winn
MASC-110L,Materials Science,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
MASC-310L,Materials Behavior and Processing,
,,
,,
,,
,,
,,
,,
MASC-334L,Mechanical Behavior of Materials,Bora Gencturk
,,
,,
,,
,,
MASC-350L,"Nanostructured Materials: Design, Synthesis and Processing",
,,
MASC-475,Physical Properties of Polymers,
MASC-503,Thermodynamics of Materials,
,,
MASC-505,Crystals and Anisotropy,
MASC-507,Micro- and Nano-Fabrication Technology,Wei Wu
MASC-515,"Machine Learning in Materials, Chemical and Energy Engineeri",
MASC-520,Mathematical Methods for Deep Learning,
MASC-534,Materials Characterization,
MASC-539,Engineering Quantum Mechanics,Tony Levi
,,
MASC-551,Mechanical Behavior of Engineering Materials,
,,
MASC-570,Introduction to Photovoltaic Solar Energy Conversion,Anupam Madhukar
MASC-575,Basics of Atomistic Simulation of Materials,
,,
MASC-590,Directed Research,
MASC-594a,Master's Thesis,
MASC-594b,Master's Thesis,
MASC-594z,Master's Thesis,
MASC-598,Materials Science Seminar,
MASC-790,Research,
MASC-794a,Doctoral Dissertation,
MASC-794b,Doctoral Dissertation,
MASC-794c,Doctoral Dissertation,
MASC-794d,Doctoral Dissertation,
MASC-794z,Doctoral Dissertation,
MDA-300x,The Dornsife Toolkit,
,Managing the Work/Life Balance - A Blueprint for Vitality,Stephanie Eggert
,Personal Economics,Lodovico Pizzati
,Careers in Contemporary Health Care,Helaine Lopes
,Images of Los Angeles-Visualizing Data,Andrzej Rutkowski
,The Practice of Narrative Medicine,Julie Van Dam
MDA-333,Colloquium in Armenian Studies: Social and Cultural Issues,Shushan Karapetian
MS-101,Foundations of Officership,
,,
MS-201,Individual Leadership Studies,
,,
MS-301,Leadership and Problem Solving,
,,
MS-401,Leadership and Management,
,,
MS-490x,Directed Research,
MUSC-102gw,World Music,Scott Spencer
MUSC-105g,Exploring Our Musical Campus,Robert Cutietta
MUSC-115gp,Western Music as Sounding History,Adam Gilbert
MUSC-200mgw,The Broadway Musical: Reflections of American Diversity,Karen Parks
MUSC-210g,Electronic Music and Dance Culture,Sean Nye
MUSC-250mgw,The Music of Black Americans,Ron Mc Curdy
MUSC-255,Songwriting I,Natasha Pasternak
,,Sean Holt
,,David Poe
,,David Poe
,,Natasha Pasternak
,,Haleigh Bowers
MUSC-320mgw,Hip-hop Music and Culture,Sean Nye
MUSC-355,Songwriting II,Haleigh Bowers
,,David Poe
,,Haleigh Bowers
MUSC-372g,"Music, Turmoil and Nationalism",Lisa Vest
MUSC-373g,Writing About Popular Music,Joanna Demers
MUSC-374g,"Beatles, Stones, Bowie: Empire and Masculinity",Joanna Demers
MUSC-455,Songwriting III: The Performing Songwriter,David Poe
MUSC-460,Film Music: History and Function From 1930 to the Present,Tim Greiving
MUSC-481,Young Artist Project II,Veronika Krausas
MUSC-498x,Internship in Music,Brian Head
MUSC-598,Internship in Music,Brian Head
MUSC-798,Internship in Music,Brian Head
MUSC-800,Studies for the Qualifying Examination in Music,Brian Head
NAUT-301a,Seamanship and Navigation,Lars Harding
,,John K Ugoretz
,,Paul Prioleau
,,David Monk
,,Lars Harding
NAUT-301b,Seamanship and Navigation,Lars Harding
NAUT-302ax,Advanced Seamanship and Navigation,Lars Harding
NEUR-421,Neurobiology,Dion Dickman Emily Liman Lauren McElvain
,,
,,
,,
,,
,,
,,
,,
,,
NEUR-422,Neuropsychology,Shirin Birjandi
NEUR-427,Neuropsychopharmacology,Shirin Birjandi
NEUR-440,Foundations of Cognitive Neuroscience,Jason Zevin
NEUR-462,Seminar in Neurobiology,
,Systems Neuroscience: From Foundational Studies to Today,Judith Hirsch
NEUR-490x,Directed Research,David McKemy
NEUR-493x,Neuroscience Honors Seminar,Sarah Bottjer Payam Piray
NEUR-494x,Honors Thesis,Sarah Bottjer Payam Piray
NSCI-524,Advanced Overview of Neurosciences,
NSCI-539,Seminar in Neurobiology,
NSCI-596,Internship for Curricular Practical Training,
NSCI-790,Research,
NSCI-794a,Doctoral Dissertation,
NSCI-794b,Doctoral Dissertation,
NSCI-794c,Doctoral Dissertation,
NSCI-794d,Doctoral Dissertation,
NSCI-794z,Doctoral Dissertation,
PHED-102a,Weight Training,Sarah McGill
,,Sarah McGill
,,Sarah McGill
,,Scott Teves
,,
,,Kevin Robinson
,,Kevin Robinson
,,Kevin Robinson
,,
,,Kevin Robinson
,,
,,Diana Ordorica
,,Scott Teves
,,Diana Ordorica
,,Kevin Robinson
,,Kevin Robinson
PHED-104a,Self-Defense,
,,
,,
,,
,,
,,
,,
,,
PHED-105,Principles of Self Defense and Personal Safety,
,,
PHED-106a,Physical Conditioning,Kevin Robinson
,,Kevin Robinson
,,Ian Culbertson
,,Isabelle Pilliere Mazumdar
PHED-110a,Swimming,Ian Culbertson
,,Ian Culbertson
,,Ian Culbertson
,,Ian Culbertson
,,Natalia Cascino
,,Natalia Cascino
PHED-115,Surfing,Ian Culbertson
,,Ian Culbertson
PHED-117,Sustainability and Self-Care,Kiel Shaub Amanda Gilbert
,,Eden Goldman
PHED-118,Sleep for Peak Performance,Eden Goldman
,,Eden Goldman
PHED-119,Introduction to Mindfulness,Linda Yaron Weston
,,Linda Yaron Weston
,Course Emphasis: Athletic Performance,Amanda Gilbert
,,Christian Straka
,,Martin Vitorino
,,Linda Yaron Weston
,,Clio Manuelian
,,John Kneedler
,,Clio Manuelian
,,John Kneedler
,,Martin Vitorino
,,Amanda Gilbert
,,Martin Vitorino
,Course Emphasis: Athletic Performance,Christian Straka
PHED-120a,Yoga,
,,
,,
,,Diana Ordorica
,,
,,Diana Ordorica
,,
,,Steve Hsu
,,Steve Hsu
,,Stephanie Eggert
,,Steve Hsu
,,Stephanie Eggert
,,Steve Hsu
,,Steve Hsu
,,
,,Eden Goldman
PHED-120b,Yoga,Isabelle Pilliere Mazumdar
PHED-122,Yoga and Meditation,
,Kundalini Yoga,Stephanie Eggert
,Kundalini Yoga,Stephanie Eggert
,Kundalini Yoga,Stephanie Eggert
,Kundalini Yoga,Stephanie Eggert
PHED-123,Yoga Therapy,Jennifer Guinter
,,Diana Ordorica
,,Diana Ordorica
,,Jennifer Guinter
,,
,,Jennifer Guinter
,,Eden Goldman
,,
PHED-124,Walking for Fitness,Kevin Robinson
,,Steve Hsu
PHED-126,AcroYoga,Jennifer Guinter
PHED-127,Principles of Yoga Through Community Outreach,Isabelle Pilliere Mazumdar
PHED-129a,Cardio Group Fitness,Julia Sprague
PHED-132,Distance Running,Jennifer Guinter
PHED-134,Hiking,Ian Culbertson
PHED-135,Backpacking,Ian Culbertson
,,Ian Culbertson
PHED-138,Beach Volleyball,Julia Sprague
,,Julia Sprague
PHED-139a,Volleyball,Julia Sprague
,,Julia Sprague
PHED-139b,Volleyball,Sarah McGill
PHED-140a,Tennis,
,,
,,
PHED-144,Pickleball,Timothy Burton
,,Timothy Burton
,,Timothy Burton
,,Timothy Burton
,,Timothy Burton
,,Timothy Burton
PHED-148a,Archery,Laurence Mo
,,Laurence Mo
,,Laurence Mo
PHED-150a,Table Tennis,Irina Jestkova
,,Irina Jestkova
,,Irina Jestkova
,,Irina Jestkova
,,Irina Jestkova
PHED-151a,Badminton,Irina Jestkova
,,Irina Jestkova
PHED-153,Futsal,Shannon Cross
,,Shannon Cross
PHED-154a,Soccer,Diana Ordorica
,,Diana Ordorica
,,Diana Ordorica
,,Shannon Cross
PHED-155a,Golf,Timothy Burton
,,Timothy Burton
,,Timothy Burton
,,Kiel Shaub
,,Marcos Briano
,,Marcos Briano
,,Michael Munson
PHED-156a,Basketball,Sarah McGill
,,John Hunter III
,,
PHED-160,Stress Management for Healthy Living,Steve Hsu
,,Jennifer Guinter
,,Diana Ordorica
,,Stephanie Eggert
,,Ian Culbertson
,,Stephanie Eggert
,,Isabelle Pilliere Mazumdar
,,
,,
,,Kevin Robinson
,,Isabelle Pilliere Mazumdar
,,
PHED-161,First Aid,Sarah McGill
,,Sarah McGill
PHED-162,Principles of Athletic Coaching,Timothy Burton
PHED-163,Health Coaching,Sarah McGill
,,Sarah McGill
PHED-165,Varsity Athletics,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
PHED-299,Special Topics,
,Practice Planning for Motor Skill Acquisition,Shannon Cross
,Leadership Considerations In Sport/Health/Movement,Shannon Cross
PPD-202,Health and Health Care in America Today,Genevieve Kanter Dana Goldman
PPD-203,Economic Analysis for Public Policy,T.J. Mccarthy
PPD-225,Solving Public Problems,
PPD-227,Planning for the Future City,Ken Bernstein
PPD-240g,Citizenship and Public Ethics,Grace Bahng
PPD-245g,The Urban Context,Marlon Boarnet
,,Todd Gish
PPD-300,Social Justice Issues in Public Policy and Urban Planning,Lavonna Lewis
PPD-301,PPD Practices: Internship Seminar,Lauren Opgenorth
PPD-303,"Statistics for Policy, Planning, and Development",Norris Gunby
,,
,,
PPD-313,Finance of the Public Sector,Mark Phillips
PPD-314,Public Policy and Law,Frank Zerunyan
PPD-315,Analytic Foundations for Public Policy,Pamela Mccann
PPD-325,Fundamentals of Health Policy and Management,Genevieve Kanter
PPD-342,Crime and Public Policy,Candice Cobarrubias
PPD-344,Environmental Policy and Sustainable Development,Antonio Bento
PPD-357,Government and Business,
PPD-360,Urban Transportation Planning and Policy,Selika Talbott
PPD-361,"Sustainable Communities, Policy and Planning",Antonio Bento
PPD-371,The Nonprofit Sector and the Public Interest,Alexandra Graddy-Reed
PPD-373,Public Policy and Planning Analysis,
PPD-400,Topics in Public Policy and Urban Studies,Eric Heikkila
PPD-413,Management of Health Care Organizations,Philip Dalton
PPD-430,Urban Informatics,Geoff Boeing
PPD-431,"Undergraduate Policy, Planning, and Development Studio",Pedro Spindler-Ruiz
,,Lauren Quan-Madrid
,,Kate Nelischer
PPD-439,Housing and Community Development,Jennifer Thomas
PPD-490x,Directed Research,
PPD-497a,Senior Thesis,
PPD-503,Economics for Public Policy,Mark Phillips
,,Antonio Bento
PPD-504,Essential Statistics for Public Management,Gentian Droboniku
PPD-506,Introduction to Microeconomics: Applications in Health,Neeraj Sood
,,Neeraj Sood
PPD-508,Health Care Operations Improvement,David Belson
,,David Belson
PPD-509,Problems and Issues in the Health Field,Howard Greenwald
,,Philip Dalton
,,Lavonna Lewis
PPD-513,Legal Issues in Health Care Delivery,
,,
PPD-516,Financial Accounting for Health Care Organizations,Norris Gunby
,,Norris Gunby
,,
PPD-518,Quality of Care Concepts,
PPD-522,Planning Theory and History for a Just Society,David Sloane
PPD-531L,Planning Studio,
,,
,,
PPD-534,"Data, Evidence, and Communication of the Public Good",Geoff Boeing
PPD-540,Fundamentals of Public Administration,William Resh
,,Tara Blanc
,,Tara Blanc
PPD-541,Public Financial Management and Budgeting,Juliet Musso
PPD-542,Policy and Program Evaluation,Howard Greenwald
,,Nicole Esparza
,,William Leach
PPD-543,Internship Seminar,Thomas Eng
PPD-545,Public and Nonprofit Organizational Behavior,Deborah Natoli
,,Deborah Natoli
,,Howard Greenwald
PPD-546,Capstone in Public Administration,Dora Kingsley Vertenten
PPD-554,Foundations of Policy Analysis,Pamela Mccann
,,Grace Bahng
,,
,,Dora Kingsley Vertenten
PPD-557,Modeling and Operations Research,Jeffrey Smith
PPD-558,Multivariate Statistical Analysis,T.J. Mccarthy
,,Emma Aguila Vega
,,Juan Machado
,,T.J. Mccarthy
PPD-561a,Policy Analysis Practicum,Juliet Musso Grace Bahng
PPD-569,Applied International Policy Analysis and Management Project,
PPD-570,"Applied Statistics for Planning, Policy, and Management",Michael Lin
PPD-571,International Public Policy and Management Seminar,Rym Kaki
PPD-587,Risk Analysis,Ali Nowroozi
PPD-588,Legal Issues in Transportation Planning,Patrick Harder
PPD-590,Directed Research,
PPD-596,Internship for Curricular Practical Training,Valerie Savior
PPD-601,Management of Long-Term Care Organizations,Kate Wilber
PPD-605,Frontline Issues in Health Services Administration and Policy,
PPD-616,Participatory Methods in Planning and Policy,
PPD-619,Smart Growth and Urban Sprawl: Policy Debates and Planning Solutions,
PPD-621,Environmental Impacts,Geraldine Knatz
PPD-623,Community Development and Site Planning,Elizabeth Falletta
PPD-624,Local Economic Development: Theory and Finance,
PPD-628,Urban Planning and Social Policy,William Leach
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",Barry Waite Bonnie Shrewsbury
PPD-634,Institutional and Policy Issues in Transportation,
PPD-639,Introduction to Community and Economic Development,Elizabeth Currid-Halkett
PPD-644,Shaping the Built Environment,Meredith Drake Reitan
PPD-647,Finance of the Public Sector,Michael Thom
PPD-672,Collaborative Governance,Frank Zerunyan
,,William Leach
PPD-673,Strategic Planning in the Public Sector,Tara Blanc
PPD-675,Nonprofit Management and Leadership,Nicole Esparza
PPD-680,Development of Effective Groups and Organizations,Susan Sinclair
PPD-683,Homeland Security and Public Policy,Kristine Beardsley
PPD-689,The Nonprofit Sector and Philanthropy,Alexandra Graddy-Reed
PPD-693,Communicating Public Policy,
PPD-706,Research Design,Jeffery Jenkins
PPD-708,Qualitative Methods,Annette Kim
PPD-710a,Research Seminar,Dowell Myers
PPD-711,Theoretical Foundation of Public Management,William Resh
PPD-714,Advanced Urban Development,Elizabeth Currid-Halkett
PPD-716,"Econometrics for Policy, Planning and Management I",Nicolas Duquette
PPD-790,Research,
PPD-794a,Doctoral Dissertation,
PPD-794b,Doctoral Dissertation,
PPD-794c,Doctoral Dissertation,
PPD-794d,Doctoral Dissertation,
PPD-794z,Doctoral Dissertation,
PTE-411x,Introduction to Transport Processes in Porous Media,
,,
PTE-463L,Introduction to Transport Processes in Porous Media,
,,
,,
PTE-465L,Drilling Technology and Subsurface Methods,
,,
PTE-490x,Directed Research,
PTE-500,Computational Reservoir Modeling,
,,
PTE-502,Applied Subsurface Characterization and Engineering,
,,
PTE-507,Engineering and Economic Evaluation of Subsurface Reservoirs,
,,
PTE-519,Integrated Physical and Cyber Security for Oil and Gas Operations,
,,
PTE-520,Mathematical Methods for Deep Learning,
PTE-572,Applied Geostatistical Modeling for Subsurface Characterizat,
,,
PTE-582,Fluid Flow and Transport Processes in Porous Media,
,,
PTE-588,Smart Oilfield Data Mining,
PTE-590,Directed Research,
PTE-594a,Master's Thesis,
PTE-594b,Master's Thesis,
PTE-594z,Master's Thesis,
PTE-790,Research,
PTE-794a,Doctoral Dissertation,
PTE-794b,Doctoral Dissertation,
PTE-794c,Doctoral Dissertation,
PTE-794d,Doctoral Dissertation,
PTE-794z,Doctoral Dissertation,
REL-125gp,Introduction to Christianity: Antiquity to 1500,David Albertson
,,
,,
,,
,,
,,
,,
REL-130g,Indian Traditions of Mind and Body,James Mchugh
,,
,,
REL-146gp,Spirituality in America,Diane Winston
REL-301,Introduction to the Study of Religion,Jill Hicks-Keeton
REL-340,Introduction to Indian Philosophy,James Mchugh
REL-341,"Technology, Culture, and Ethics",Sheila Briggs
REL-345p,Islamic Spirituality: Mysticism and the Sufi Tradition,Arjun Nair
REL-361,Law and Religion,Max Strassfeld
REL-415,Seminar in Buddhism,Lori Meeks
REL-448m,France and Islam,Olivia C Harrison
REL-490x,Directed Research,
,,
REL-491x,Undergraduate Honors Research,
REL-590,Directed Research,
,,
REL-592,Professionalization Proseminar in Religious Studies,Jill Hicks-Keeton
REL-652,Readings in Buddhist Texts,
,Buddhist processual social philosophy,Jessica (Xiaomin) Zu
REL-701,Research Seminar in Religious Studies,Jill Hicks-Keeton
REL-794a,Doctoral Dissertation,
REL-794b,Doctoral Dissertation,
REL-794c,Doctoral Dissertation,
REL-794d,Doctoral Dissertation,
REL-794z,Doctoral Dissertation,
SWMS-105g,Identity Development of the Contemporary Female,
SWMS-210mgw,Social Analysis of Gender,Chris Belcher
,,
,,
,,
,,
,,
,,
SWMS-215gw,Introduction to Gender and Sexuality: International Perspect,Atia Sattar
,,
,,
SWMS-219gp,Introduction to Feminist Theory,Diana Blaine
,,
,,
,,
,,
,,
,,
SWMS-306,Contemporary Issues in LGBTQ Studies,Eli Dunn
SWMS-308,Advanced Gender Theory,Julie Van Dam
SWMS-311,Gender and Sexuality Studies: Internship,Diana Blaine
SWMS-316,Gender and Global Issues,Sara Angevine
SWMS-325,The Science of Sex Differences: A Gender and Sexuality Studi,Sunyoung Park
SWMS-336,"Health, Gender and Ethnicity",Atia Sattar
SWMS-344mg,Sexual/Textual Diversity,Sarah Kessler
SWMS-355,Transgender Studies,Eli Dunn
SWMS-374mg,Women Writers in Europe and America,Margaret Rosenthal
,,
,,
SWMS-378,Gender and Sexuality in Literary Theory,Mia Du Plessis
SWMS-381,"Sex, Power, and Politics",Christian Phillips
SWMS-383,French Women Writers,Antonia Szabari
SWMS-395m,"Gender, Media and Communication",Daniela Baroffio
SWMS-410,Senior Seminar in Gender and Sexuality Studies,Jane Junn
SWMS-412,"Gender, Sexuality and Media",
SWMS-442m,"Women's Spaces in History: 'Hussies,' 'Harems,' and 'Housewi",
SWMS-490x,Directed Research,Diana Blaine
SWMS-588,"Seminar in Gay, Lesbian, Bisexual and Transgender Studies",Karen Tongson
SWMS-590,Directed Research,Karen Tongson
THTR-101,Introduction to Acting,
,,
,,
,,
,,
,,
,,
,,
THTR-105,Introduction to Screen Acting,
THTR-115a,Movement I,
,,
THTR-120aL,Acting I,
,,
,,
,,
THTR-122,Improvisation and Theatre Games,
,,
,,
,,
,,
,,
THTR-125,Text Studies for Production,
,,
,,
,,
,,
,,
,,
THTR-130,Introduction to Theatrical Production,
,,
THTR-131a,Advanced Theatrical Production,
,,
THTR-132a,Art of Theatrical Design,
THTR-192g,History of Stand-Up Comedy,
THTR-195g,Theatre on Film,
THTR-197g,Comedy and Performance,
THTR-205g,"Stardom: Creation, Management and Culture Impact",
THTR-214a,The Actor's Instrument: Voice and Body,
THTR-216,Movement for Actors,
,,
,,
THTR-220a,Intermediate Acting I,
THTR-222,Stage Make-up,
THTR-230,Communicating Theatrical Design Concepts,
THTR-231,Costume Construction,
THTR-232,Stage Lighting,
THTR-236,Stage Sound,
THTR-252a,Intermediate Acting I: Drama/Comedy,
,,
,,
,,
,,
THTR-252b,Intermediate Acting I: Drama/Comedy,
THTR-290,Introduction to Medical Clowning,
THTR-295,Theatre in Los Angeles,
THTR-305a,Directing,
,,
,,
,,
THTR-318,Creating the Hit Podcast,
THTR-320a,Intermediate Acting II,
THTR-322,Improv 2: Advanced Improv,
THTR-325,Casting for Stage and Screen,
THTR-330,Scene Design I,
THTR-331,Costume Design I,
THTR-332,Lighting Design I,
THTR-333,Stage Management I,
THTR-335,Scenic Construction,
,,
THTR-339a,The Actor's Instrument: Voice and Body II,
THTR-340a,Intermediate Voice,
THTR-342a,Basic Voice,
,,
,,
THTR-343,Musical Theatre Audition,
THTR-352a,Intermediate Acting II,
,,
,,
,,
THTR-354,Acting Shakespeare,
THTR-355,Acting for Sitcoms,
THTR-365,Playwriting I,
THTR-395m,Drama as Human Relations,
THTR-397,Theatre Practicum,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
THTR-402,Projection Design II,
,,
THTR-404,Acting Theory,
THTR-405m,Performing Identities,
THTR-406,Theatre on the Edge,
THTR-407a,Drawing and Rendering for the Theater,
THTR-408a,Dialects,
THTR-409,Advanced Drafting: Vectorworks,
,,
THTR-410,The Digital Actor,
THTR-411,The Business of Acting,
THTR-420,Senior Project,
THTR-421,Public Speaking as Performance: A Course for Non-Actors,
THTR-423,Magic,
THTR-424,Creator as Entrepreneur,
THTR-427,"Audition Technique for Film, Television and New Media",
THTR-432a,Scene Design II,
THTR-433a,Costume Design II,
THTR-434a,Lighting Design II,
THTR-436,Sound for Theatre,
THTR-438,Technical Theatre,
THTR-439,Stage Properties,
THTR-442,Voice-over Acting,
,,
THTR-443,Production Management,
THTR-447,Fashion Influencing,
THTR-448L,History of Fashion and the Costume,
,,
THTR-452,Advanced Acting,
THTR-456,Latinx Theatre,
THTR-464,An Actor's Reel,
THTR-467,Going Viral: Performance for New Media,
THTR-470,Sketch Comedy for Theatre,
THTR-474,Introduction to Stand Up Comedy,
,,
,,
,,
,,
THTR-475,Acting on Camera: The Collaborative Process,
THTR-479,Solo Performance,
THTR-480a,Performance for Camera,
,,
,,
,,
THTR-480b,Performance for Camera,
,,
THTR-482,Stand Up 2: Becoming A Pro,
THTR-484,Acting in Television Commercials,
THTR-489,Theatre Internship,
THTR-490x,Directed Research,
,,
,,
THTR-491,Theatre Organization and Administration,
THTR-493a,Periods and Styles,
THTR-495,Experimental Theatre Workshop I,
THTR-497,Advanced Theatre Practicum,
,,
,,
,,
,,
